"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algo","Param: length"
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2094369.248085,2963.634395,"ns/op",md2-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3917943.541302,559397.466884,"ns/op",md2-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,179.949226,0.317547,"ns/op",md4-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,475.894721,4.862109,"ns/op",md4-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1396.287709,7.352011,"ns/op",md4-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5131.005409,329.299044,"ns/op",md4-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,20222.951302,2614.297001,"ns/op",md4-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,40323.557661,5258.010373,"ns/op",md4-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,82300.557941,15403.120892,"ns/op",md4-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,228.820808,32.462757,"ns/op",md5-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,612.703291,6.649521,"ns/op",md5-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1816.446229,3.927251,"ns/op",md5-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,6634.157710,21.931251,"ns/op",md5-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,26375.480715,3810.096543,"ns/op",md5-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,51671.860799,588.362632,"ns/op",md5-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,110244.655099,27137.650918,"ns/op",md5-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,248.989949,33.220424,"ns/op",ripemd128-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,681.766536,3.068078,"ns/op",ripemd128-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2009.904304,2.993189,"ns/op",ripemd128-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,7455.025343,1065.051624,"ns/op",ripemd128-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,29198.626867,4280.304284,"ns/op",ripemd128-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,58205.905408,7645.206685,"ns/op",ripemd128-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,119136.641483,33336.563648,"ns/op",ripemd128-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1093.196939,1.378612,"ns/op",ripemd160-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3302.876096,551.116077,"ns/op",ripemd160-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,9538.095458,20.196099,"ns/op",ripemd160-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,35576.920070,5122.895882,"ns/op",ripemd160-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,138091.504564,6363.770164,"ns/op",ripemd160-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,278477.239390,281.958642,"ns/op",ripemd160-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,557488.936588,1879.160577,"ns/op",ripemd160-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,279.678713,11.194195,"ns/op",ripemd256-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,764.441718,135.667986,"ns/op",ripemd256-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2164.842757,35.348227,"ns/op",ripemd256-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,7889.392231,14.076594,"ns/op",ripemd256-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,30840.148581,36.199191,"ns/op",ripemd256-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,61440.035558,534.179917,"ns/op",ripemd256-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,127537.809131,35987.583762,"ns/op",ripemd256-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1113.478088,1.994290,"ns/op",ripemd320-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3239.820602,11.393947,"ns/op",ripemd320-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,10346.011929,1974.722918,"ns/op",ripemd320-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,35540.277889,63.528545,"ns/op",ripemd320-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,140460.251094,5904.322819,"ns/op",ripemd320-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,281222.063819,24190.533211,"ns/op",ripemd320-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,560855.382703,3668.603818,"ns/op",ripemd320-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,328.655545,1.298972,"ns/op",sha1-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,880.955083,2.894453,"ns/op",sha1-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2664.690172,54.809438,"ns/op",sha1-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,9691.255313,31.943123,"ns/op",sha1-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,37374.323379,6307.740277,"ns/op",sha1-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,76339.919988,7549.009686,"ns/op",sha1-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,149097.595536,16703.214405,"ns/op",sha1-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,440.338253,1.310060,"ns/op",sha224-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1243.429678,174.999143,"ns/op",sha224-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3685.181884,530.439684,"ns/op",sha224-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,13892.476019,3800.184122,"ns/op",sha224-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,51814.779484,6999.375656,"ns/op",sha224-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,105130.048967,10154.537257,"ns/op",sha224-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,210658.956568,12187.848263,"ns/op",sha224-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,442.272461,1.422842,"ns/op",sha256-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1229.312702,3.607103,"ns/op",sha256-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3613.390007,38.613991,"ns/op",sha256-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,13172.747988,41.227823,"ns/op",sha256-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,52627.383582,7076.862530,"ns/op",sha256-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,102257.912612,6609.323740,"ns/op",sha256-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,205083.594463,29518.889900,"ns/op",sha256-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5385.500863,24.762374,"ns/op",sha3-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,10693.416145,1400.550058,"ns/op",sha3-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,26145.106850,128.728200,"ns/op",sha3-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,88000.457520,3664.822894,"ns/op",sha3-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,337329.878018,45599.774929,"ns/op",sha3-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,659579.003602,7698.196980,"ns/op",sha3-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1414006.796925,162974.134816,"ns/op",sha3-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,575.866382,53.132542,"ns/op",sha384-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1125.718115,153.071998,"ns/op",sha384-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2827.445202,407.936173,"ns/op",sha384-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,9430.372970,19.682622,"ns/op",sha384-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,36082.247925,32.581445,"ns/op",sha384-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,72803.786771,10507.195653,"ns/op",sha384-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,143871.167544,19899.878149,"ns/op",sha384-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,572.528707,2.383159,"ns/op",sha512-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1109.139602,0.869119,"ns/op",sha512-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2811.479111,424.536389,"ns/op",sha512-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,9498.215658,802.024288,"ns/op",sha512-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,34830.603180,5067.268632,"ns/op",sha512-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,70843.138936,189.167437,"ns/op",sha512-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,141215.717594,609.146002,"ns/op",sha512-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,558.124847,2.050955,"ns/op",sha512-bc-t,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1066.341038,9.769116,"ns/op",sha512-bc-t,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2651.644842,12.155115,"ns/op",sha512-bc-t,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,8951.666063,15.125133,"ns/op",sha512-bc-t,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,34248.867701,266.736822,"ns/op",sha512-bc-t,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,68224.845048,1733.335144,"ns/op",sha512-bc-t,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,138288.845316,11988.101978,"ns/op",sha512-bc-t,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1058.753688,4.444293,"ns/op",skein1024-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1056.620887,10.639180,"ns/op",skein1024-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2562.839289,68.196249,"ns/op",skein1024-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,8456.723186,23.594775,"ns/op",skein1024-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,33235.938759,4089.764640,"ns/op",skein1024-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,64165.011597,1683.828933,"ns/op",skein1024-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,126304.224150,924.569452,"ns/op",skein1024-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,331.241042,41.717661,"ns/op",skein256-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,720.090715,4.417946,"ns/op",skein256-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2262.145232,11.513191,"ns/op",skein256-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,8347.115145,7.598420,"ns/op",skein256-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,33219.408104,2751.815473,"ns/op",skein256-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,67013.790413,8143.228806,"ns/op",skein256-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,132722.232662,935.454777,"ns/op",skein256-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,527.434598,3.719767,"ns/op",skein512-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,751.728020,5.214956,"ns/op",skein512-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2127.826411,14.823917,"ns/op",skein512-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,7593.475387,1077.944853,"ns/op",skein512-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,29258.842381,92.027598,"ns/op",skein512-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,58225.718741,208.672814,"ns/op",skein512-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,117603.323425,1396.902784,"ns/op",skein512-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,425.018453,70.624339,"ns/op",sm3-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1167.151710,168.650914,"ns/op",sm3-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3527.197396,512.007734,"ns/op",sm3-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,12843.195244,1863.839669,"ns/op",sm3-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,50160.031519,6921.221475,"ns/op",sm3-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,99413.497860,10703.848109,"ns/op",sm3-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,192101.696050,10383.215477,"ns/op",sm3-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,240.163514,1.179438,"ns/op",tiger-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,647.795690,4.027368,"ns/op",tiger-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1846.524279,11.302938,"ns/op",tiger-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,6760.177310,979.866796,"ns/op",tiger-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,25926.594270,50.323476,"ns/op",tiger-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,51587.920281,570.970599,"ns/op",tiger-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,103107.642516,4389.631594,"ns/op",tiger-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,6174.274958,22.430121,"ns/op",whirlpool2-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,9481.194390,102.607155,"ns/op",whirlpool2-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,30523.729149,4126.380682,"ns/op",whirlpool2-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,114415.215644,9995.929469,"ns/op",whirlpool2-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,474744.055776,67975.432338,"ns/op",whirlpool2-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,930449.166652,9129.385161,"ns/op",whirlpool2-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1798698.956657,244762.844234,"ns/op",whirlpool2-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,52.470273,1.542330,"ns/op",crc32-jre,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,72.020860,4.158138,"ns/op",crc32-jre,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,93.943136,16.469259,"ns/op",crc32-jre,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,188.562803,86.653655,"ns/op",crc32-jre,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,630.561420,15.032462,"ns/op",crc32-jre,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1204.282697,15.953600,"ns/op",crc32-jre,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2367.824100,30.260816,"ns/op",crc32-jre,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,65.271027,9.263668,"ns/op",adler32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,98.978163,12.519088,"ns/op",adler32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,214.978245,2.127209,"ns/op",adler32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,721.447819,86.873283,"ns/op",adler32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2809.863515,406.775421,"ns/op",adler32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5458.691916,31.112369,"ns/op",adler32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,10973.319406,12.577173,"ns/op",adler32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,78.293775,28.686180,"ns/op",crc32-guava-delegating,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,99.155217,17.822594,"ns/op",crc32-guava-delegating,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,112.646426,2.011927,"ns/op",crc32-guava-delegating,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,217.718031,3.022446,"ns/op",crc32-guava-delegating,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,649.448690,4.269384,"ns/op",crc32-guava-delegating,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1226.419348,22.014249,"ns/op",crc32-guava-delegating,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2402.712989,11.015461,"ns/op",crc32-guava-delegating,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,83.558320,0.269285,"ns/op",crc32-guava-rfc3720,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,322.648643,57.918369,"ns/op",crc32-guava-rfc3720,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1201.171189,139.415232,"ns/op",crc32-guava-rfc3720,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,4680.635004,12.247714,"ns/op",crc32-guava-rfc3720,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,19159.160631,2503.439982,"ns/op",crc32-guava-rfc3720,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,38270.614133,4343.201256,"ns/op",crc32-guava-rfc3720,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,76561.307125,8968.581311,"ns/op",crc32-guava-rfc3720,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,65.787489,13.513261,"ns/op",gfh32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,170.875590,25.157932,"ns/op",gfh32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,570.628088,1.995448,"ns/op",gfh32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1962.750225,16.917852,"ns/op",gfh32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,7234.125185,98.616352,"ns/op",gfh32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,14570.126238,12.536533,"ns/op",gfh32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,31055.903081,3622.784079,"ns/op",gfh32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,76.023507,25.630916,"ns/op",gfh64-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,128.080128,10.667299,"ns/op",gfh64-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,372.539307,51.670394,"ns/op",gfh64-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1373.775977,4.098948,"ns/op",gfh64-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5262.648075,42.549283,"ns/op",gfh64-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,11054.973319,24.659125,"ns/op",gfh64-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,21540.586013,106.760270,"ns/op",gfh64-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,257.678738,95.176257,"ns/op",md5-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,549.072811,2.065635,"ns/op",md5-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1469.236528,5.190993,"ns/op",md5-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5165.649783,44.195598,"ns/op",md5-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,19920.567060,117.609636,"ns/op",md5-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,39562.724994,171.929479,"ns/op",md5-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,78808.751191,411.571823,"ns/op",md5-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,68.059087,11.310821,"ns/op",murmur3h32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,173.235541,38.327609,"ns/op",murmur3h32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,579.463487,83.553574,"ns/op",murmur3h32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1893.124224,325.813415,"ns/op",murmur3h32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,7352.426401,1050.226836,"ns/op",murmur3h32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,14564.838129,21.528689,"ns/op",murmur3h32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,30591.328415,175.842921,"ns/op",murmur3h32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,75.994691,16.522312,"ns/op",murmur3h128-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,130.400428,18.701954,"ns/op",murmur3h128-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,365.927712,46.424244,"ns/op",murmur3h128-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1374.448792,4.861147,"ns/op",murmur3h128-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5269.574699,51.238418,"ns/op",murmur3h128-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,11043.132710,32.254479,"ns/op",murmur3h128-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,21523.153793,56.233576,"ns/op",murmur3h128-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,360.893654,47.277098,"ns/op",sha1-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,810.612960,137.819885,"ns/op",sha1-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2213.794600,294.026810,"ns/op",sha1-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,7724.931316,50.270681,"ns/op",sha1-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,30739.703914,5097.037046,"ns/op",sha1-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,59236.170922,81.637675,"ns/op",sha1-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,117981.882192,514.612862,"ns/op",sha1-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,451.755319,36.877705,"ns/op",sha256-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1159.972921,150.508399,"ns/op",sha256-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3164.954196,439.083946,"ns/op",sha256-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,11089.078245,93.486456,"ns/op",sha256-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,43040.533491,92.361330,"ns/op",sha256-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,86941.217643,7799.134042,"ns/op",sha256-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,170666.718417,700.355107,"ns/op",sha256-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,822.212571,323.261723,"ns/op",sha384-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1410.272099,141.623032,"ns/op",sha384-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3113.161779,517.568169,"ns/op",sha384-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,9644.109600,31.012703,"ns/op",sha384-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,37638.089833,10239.726800,"ns/op",sha384-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,74263.170720,12612.102578,"ns/op",sha384-guava,16384
