"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algo","Param: length"
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2720.614003,87.942234,"ns/op",sip_hash_guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,10061.950436,28.755661,"ns/op",sip_hash_guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,20051.665763,93.732865,"ns/op",sip_hash_guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,40482.156213,393.928942,"ns/op",sip_hash_guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,41.931382,0.434291,"ns/op",xxh32_jni_jpountz,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,55.723651,0.460598,"ns/op",xxh32_jni_jpountz,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,108.918539,2.313552,"ns/op",xxh32_jni_jpountz,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,328.610205,1.043452,"ns/op",xxh32_jni_jpountz,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1196.140517,2.683718,"ns/op",xxh32_jni_jpountz,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2356.505384,70.702105,"ns/op",xxh32_jni_jpountz,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,4667.403483,12.047131,"ns/op",xxh32_jni_jpountz,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,25.268407,0.072531,"ns/op",xxh32_safe_jpountz,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,66.756224,0.421240,"ns/op",xxh32_safe_jpountz,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,234.983405,0.664969,"ns/op",xxh32_safe_jpountz,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,920.279230,22.172890,"ns/op",xxh32_safe_jpountz,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,3611.162859,13.787248,"ns/op",xxh32_safe_jpountz,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,7210.391151,49.997543,"ns/op",xxh32_safe_jpountz,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,14131.467590,68.024876,"ns/op",xxh32_safe_jpountz,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,14.179930,0.212601,"ns/op",xxh32_unsafe_jpountz,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,30.895100,0.142847,"ns/op",xxh32_unsafe_jpountz,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,98.618809,1.174098,"ns/op",xxh32_unsafe_jpountz,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,320.462219,7.931929,"ns/op",xxh32_unsafe_jpountz,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1220.741856,5.353633,"ns/op",xxh32_unsafe_jpountz,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2335.616398,4.218940,"ns/op",xxh32_unsafe_jpountz,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,4705.823088,102.733217,"ns/op",xxh32_unsafe_jpountz,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,44.570721,1.322034,"ns/op",xxh64_jni_jpountz,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,50.735327,1.372323,"ns/op",xxh64_jni_jpountz,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,78.434378,2.522001,"ns/op",xxh64_jni_jpountz,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,189.781579,4.078918,"ns/op",xxh64_jni_jpountz,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,624.217015,2.975866,"ns/op",xxh64_jni_jpountz,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1205.553125,4.969460,"ns/op",xxh64_jni_jpountz,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2387.550848,7.169355,"ns/op",xxh64_jni_jpountz,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,28.615564,0.101609,"ns/op",xxh64_safe_jpountz,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,78.811309,1.747282,"ns/op",xxh64_safe_jpountz,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,263.176616,2.157506,"ns/op",xxh64_safe_jpountz,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,997.604725,12.803504,"ns/op",xxh64_safe_jpountz,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,3974.094265,17.842281,"ns/op",xxh64_safe_jpountz,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,7907.471605,36.684275,"ns/op",xxh64_safe_jpountz,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,15718.910334,152.047497,"ns/op",xxh64_safe_jpountz,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,16.310580,0.099545,"ns/op",xxh64_unsafe_jpountz,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,26.967484,0.047841,"ns/op",xxh64_unsafe_jpountz,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,67.823605,1.778435,"ns/op",xxh64_unsafe_jpountz,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,208.015960,7.545464,"ns/op",xxh64_unsafe_jpountz,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,695.306670,17.354650,"ns/op",xxh64_unsafe_jpountz,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1311.952062,67.118309,"ns/op",xxh64_unsafe_jpountz,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2557.828553,96.261583,"ns/op",xxh64_unsafe_jpountz,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,116.401181,8.750514,"ns/op",sip_hash_fwd_eng,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,346.972380,7.800043,"ns/op",sip_hash_fwd_eng,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1281.302975,32.480767,"ns/op",sip_hash_fwd_eng,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,6185.758342,167.714113,"ns/op",sip_hash_fwd_eng,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,20528.583329,647.655147,"ns/op",sip_hash_fwd_eng,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,42879.230407,2509.852066,"ns/op",sip_hash_fwd_eng,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,90269.343083,4972.953508,"ns/op",sip_hash_fwd_eng,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,55.889074,4.431501,"ns/op",sip_hash_inline,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,144.553132,7.496632,"ns/op",sip_hash_inline,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,525.109738,26.818904,"ns/op",sip_hash_inline,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1999.313134,64.110353,"ns/op",sip_hash_inline,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,8430.305397,534.360896,"ns/op",sip_hash_inline,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,16914.320288,1561.573602,"ns/op",sip_hash_inline,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,39248.489418,25461.290841,"ns/op",sip_hash_inline,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,12.115378,0.060677,"ns/op",city64,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,52.062808,5.556727,"ns/op",city64,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,95.654822,3.031344,"ns/op",city64,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1346.826309,15.500116,"ns/op",city64,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5503.846716,25.808173,"ns/op",city64,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,11071.077641,356.679376,"ns/op",city64,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,21936.739881,281.568807,"ns/op",city64,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,12.087208,0.051459,"ns/op",farm_na,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,40.220799,0.079467,"ns/op",farm_na,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,91.778816,2.333464,"ns/op",farm_na,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,599.355526,14.006132,"ns/op",farm_na,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5368.322185,63.181924,"ns/op",farm_na,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,10688.920315,83.715142,"ns/op",farm_na,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,21243.701572,218.620720,"ns/op",farm_na,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,12.483210,0.417311,"ns/op",farm_uo,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,39.016878,0.066668,"ns/op",farm_uo,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,97.019588,5.143907,"ns/op",farm_uo,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,302.458553,10.441635,"ns/op",farm_uo,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,3725.400409,14.552038,"ns/op",farm_uo,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,7479.845141,175.188928,"ns/op",farm_uo,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,14970.273367,388.437496,"ns/op",farm_uo,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,19.815907,0.640596,"ns/op",xxh64_zah,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,28.658477,0.151968,"ns/op",xxh64_zah,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,79.517684,3.454894,"ns/op",xxh64_zah,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,258.787213,9.184478,"ns/op",xxh64_zah,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,866.871826,14.946464,"ns/op",xxh64_zah,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1728.992516,41.556772,"ns/op",xxh64_zah,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,3407.388537,123.340640,"ns/op",xxh64_zah,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,17.554147,0.385779,"ns/op",murmur3_zah,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,43.247076,1.364204,"ns/op",murmur3_zah,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,148.326260,5.705352,"ns/op",murmur3_zah,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,518.461005,19.710800,"ns/op",murmur3_zah,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2140.048267,7.128870,"ns/op",murmur3_zah,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,4255.969420,99.625725,"ns/op",murmur3_zah,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,8423.481431,38.763525,"ns/op",murmur3_zah,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,54.314827,1.625513,"ns/op",adler32,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,83.471336,0.382095,"ns/op",adler32,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,207.194834,6.258380,"ns/op",adler32,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,704.856013,17.866199,"ns/op",adler32,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,2778.926385,70.988186,"ns/op",adler32,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,5501.464262,122.468783,"ns/op",adler32,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,11029.687904,37.551462,"ns/op",adler32,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,52.028850,1.759958,"ns/op",crc32,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,65.064849,26.800872,"ns/op",crc32,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,96.806952,3.920120,"ns/op",crc32,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,202.709906,7.115509,"ns/op",crc32,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,635.433222,8.162092,"ns/op",crc32,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1212.026723,5.455667,"ns/op",crc32,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,2385.319684,10.408943,"ns/op",crc32,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,497.130644,456.487337,"ns/op",good_fast_hash_32,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,835.270604,774.690142,"ns/op",good_fast_hash_32,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,574.828124,17.560348,"ns/op",good_fast_hash_32,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1847.437731,4.648647,"ns/op",good_fast_hash_32,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,8005.532140,584.237683,"ns/op",good_fast_hash_32,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,15592.981991,79.517202,"ns/op",good_fast_hash_32,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,32747.463212,1312.402484,"ns/op",good_fast_hash_32,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1018.425724,887.899076,"ns/op",good_fast_hash_64,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1082.521677,954.622818,"ns/op",good_fast_hash_64,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,783.427858,816.572810,"ns/op",good_fast_hash_64,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1419.282774,6.692113,"ns/op",good_fast_hash_64,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,5685.437497,167.538478,"ns/op",good_fast_hash_64,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,12285.510048,854.518953,"ns/op",good_fast_hash_64,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,23072.576697,120.312018,"ns/op",good_fast_hash_64,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1951.497074,1738.776635,"ns/op",md5,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1811.962714,1968.979311,"ns/op",md5,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1499.871033,34.492940,"ns/op",md5,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,5211.919495,50.766769,"ns/op",md5,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,22072.336256,1309.784587,"ns/op",md5,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,42329.133419,248.898945,"ns/op",md5,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,81913.831382,495.420511,"ns/op",md5,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,703.014863,647.623323,"ns/op",murmur3_32_guava,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,594.162575,726.115689,"ns/op",murmur3_32_guava,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,571.267888,15.544350,"ns/op",murmur3_32_guava,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1871.718958,57.562711,"ns/op",murmur3_32_guava,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,7961.201847,569.563262,"ns/op",murmur3_32_guava,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,15666.095530,425.440742,"ns/op",murmur3_32_guava,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,31694.213013,632.324728,"ns/op",murmur3_32_guava,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,140.257024,13.009332,"ns/op",murmur3_128_guava,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,205.144769,18.213082,"ns/op",murmur3_128_guava,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,450.161440,28.400057,"ns/op",murmur3_128_guava,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1411.949739,6.451088,"ns/op",murmur3_128_guava,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,5324.696621,132.800356,"ns/op",murmur3_128_guava,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,11167.568858,263.100442,"ns/op",murmur3_128_guava,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,21747.407231,550.375087,"ns/op",murmur3_128_guava,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,357.224158,31.664078,"ns/op",sha1,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,822.425020,46.753924,"ns/op",sha1,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,2207.800436,63.045899,"ns/op",sha1,512
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,7725.244593,51.310967,"ns/op",sha1,2048
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,31564.699009,1068.014230,"ns/op",sha1,8192
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,61648.419109,1642.179483,"ns/op",sha1,16384
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,120933.259859,910.815407,"ns/op",sha1,32768
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,471.687015,29.957602,"ns/op",sha256,32
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,1235.408239,65.253412,"ns/op",sha256,128
"au.com.acegi.hashbench.HashBench.withByteBuffer","avgt",1,10,3229.650684,25.941016,"ns/op",sha256,512
